sku,count,width,height,depth
17563,53,33.0,24.0,24.0
30454,53,31.0,25.0,40.0
19509,53,21.0,13.0,31.0
12693,53,24.0,58.0,25.0
15294,53,24.0,4.0,31.0
15484,53,18.0,7.0,8.0
1021,53,35.0,13.0,24.0
20037,53,38.0,28.0,27.0
105,53,35.0,43.0,36.0
11628,53,15.0,4.0,11.0
5281,53,47.0,22.0,8.0
28325,53,17.0,3.0,9.0
5604,53,45.0,12.0,37.0
16410,53,33.0,12.0,20.0
19651,53,12.0,26.0,24.0
8077,53,7.0,15.0,24.0
12218,53,11.0,9.0,13.0
455,53,20.0,69.0,20.0
27823,52,11.0,3.0,11.0
22548,52,18.0,13.0,33.0
722,52,19.0,7.0,15.0
1033,52,27.0,57.0,23.0
10993,52,9.0,61.0,21.0
20670,52,19.0,21.0,10.0
10497,52,29.0,17.0,40.0
16071,52,9.0,15.0,56.0
15863,52,38.0,10.0,45.0
1242,52,29.0,6.0,19.0
18626,52,36.0,4.0,45.0
9930,52,43.0,7.0,39.0
10189,52,23.0,9.0,45.0
13919,52,24.0,23.0,30.0
27249,52,20.0,21.0,31.0
2041,52,10.0,10.0,10.0
5939,52,22.0,6.0,14.0
29393,52,8.0,2.0,8.0
20523,52,21.0,26.0,33.0
13017,51,12.0,6.0,37.0
27645,51,10.0,10.0,10.0
12752,51,12.0,12.0,11.0
23183,51,21.0,12.0,33.0
729,51,25.0,27.0,42.0
4391,51,50.0,19.0,26.0
24548,51,35.0,31.0,24.0
27405,51,8.0,3.0,18.0
9494,51,23.0,28.0,33.0
28588,51,28.0,3.0,22.0
13626,51,25.0,50.0,31.0
8366,51,11.0,3.0,18.0
30614,51,40.0,10.0,41.0
311,51,10.0,1.0,12.0
4496,51,59.0,10.0,17.0
18863,51,39.0,7.0,29.0
13039,51,24.0,10.0,31.0
21784,51,56.0,6.0,30.0
9897,51,34.0,18.0,38.0
26617,51,25.0,32.0,22.0
14870,50,24.0,12.0,33.0
12997,50,23.0,15.0,20.0
10372,50,32.0,38.0,48.0
11324,50,12.0,3.0,9.0
10082,50,54.0,24.0,61.0
21669,50,20.0,45.0,20.0
1683,50,24.0,7.0,24.0
15128,50,20.0,16.0,7.0
28400,50,27.0,7.0,20.0
20734,50,36.0,19.0,40.0
14847,50,24.0,25.0,14.0
27356,50,16.0,6.0,35.0
17789,50,32.0,15.0,24.0
8843,50,32.0,24.0,20.0
4151,50,12.0,6.0,18.0
8362,50,19.0,25.0,22.0
27680,50,8.0,8.0,8.0
7616,50,11.0,8.0,18.0
2860,50,30.0,16.0,41.0
15618,50,40.0,17.0,30.0
3719,50,25.0,3.0,18.0
25061,50,54.0,10.0,17.0
8190,50,20.0,7.0,12.0
20858,50,21.0,26.0,30.0
14448,50,17.0,10.0,46.0
4171,50,9.0,7.0,17.0
8995,50,38.0,29.0,27.0
19336,50,46.0,7.0,38.0
9627,50,34.0,62.0,61.0
9491,50,17.0,3.0,11.0
18739,49,11.0,5.0,32.0
16954,49,18.0,7.0,21.0
16621,49,20.0,5.0,10.0
11714,49,34.0,10.0,26.0
13320,49,40.0,9.0,20.0
18773,49,34.0,14.0,14.0
832,49,68.0,68.0,68.0
11281,49,19.0,9.0,22.0
21258,49,44.0,6.0,35.0
15133,49,17.0,4.0,19.0
1508,49,20.0,11.0,7.0
25682,49,26.0,14.0,53.0
17997,49,20.0,21.0,25.0
29133,49,25.0,7.0,19.0
6256,49,31.0,44.0,50.0
14033,49,30.0,21.0,33.0
19190,49,29.0,6.0,39.0
6827,49,31.0,26.0,26.0
22159,49,18.0,3.0,18.0
23682,49,16.0,3.0,8.0
14111,49,31.0,28.0,15.0
19481,49,21.0,6.0,28.0
29641,49,26.0,59.0,38.0
24400,48,11.0,6.0,11.0
210,48,14.0,31.0,14.0
30587,48,15.0,7.0,9.0
29339,48,45.0,15.0,65.0
4029,48,24.0,10.0,25.0
15388,48,5.0,5.0,2.0
26126,48,11.0,31.0,11.0
16726,48,32.0,28.0,44.0
23493,48,10.0,10.0,10.0
7100,48,10.0,8.0,10.0
2233,48,19.0,10.0,23.0
3572,48,8.0,19.0,12.0
16140,48,13.0,3.0,15.0
8913,48,28.0,13.0,38.0
18105,48,8.0,3.0,15.0
5549,48,25.0,34.0,45.0
19170,48,26.0,25.0,31.0
19542,48,62.0,9.0,20.0
11776,48,18.0,22.0,22.0
16838,48,26.0,18.0,29.0
22165,48,9.0,18.0,4.0
21911,48,20.0,15.0,24.0
16868,48,48.0,33.0,61.0
11328,48,32.0,17.0,23.0
205,48,7.0,7.0,16.0
6609,48,19.0,32.0,29.0
21961,48,10.0,10.0,6.0
7485,48,31.0,7.0,45.0
14691,48,55.0,20.0,70.0
16452,48,24.0,25.0,11.0
25357,48,47.0,35.0,58.0
29359,48,11.0,62.0,40.0
27314,47,10.0,10.0,10.0
17090,47,8.0,3.0,17.0
19091,47,49.0,7.0,35.0
15464,47,31.0,12.0,36.0
19514,47,16.0,7.0,27.0
31184,47,25.0,20.0,33.0
2240,47,24.0,34.0,31.0
17614,47,16.0,12.0,17.0
26422,47,68.0,68.0,68.0
2060,47,15.0,9.0,21.0
4873,47,46.0,13.0,20.0
3542,47,33.0,13.0,23.0
24742,47,10.0,10.0,15.0
785,47,29.0,42.0,34.0
4195,47,11.0,9.0,13.0
28803,47,25.0,20.0,35.0
29138,47,27.0,7.0,33.0
5660,47,14.0,6.0,22.0
12575,47,48.0,37.0,56.0
12119,47,33.0,14.0,45.0
23975,47,22.0,13.0,24.0
12842,47,24.0,20.0,33.0
22860,47,10.0,17.0,3.0
30426,47,17.0,9.0,22.0
22897,47,38.0,13.0,28.0
12391,47,18.0,23.0,23.0
8520,47,51.0,9.0,37.0
4834,47,31.0,8.0,16.0
28580,47,31.0,6.0,30.0
8305,47,5.0,12.0,12.0
7505,47,33.0,57.0,31.0
26272,46,8.0,62.0,16.0
29647,46,40.0,15.0,65.0
232,46,13.0,6.0,17.0
12554,46,18.0,21.0,41.0
3753,46,45.0,23.0,48.0
9095,46,68.0,68.0,68.0
8850,46,46.0,21.0,39.0
24906,46,13.0,7.0,24.0
8821,46,30.0,5.0,11.0
12181,46,20.0,5.0,26.0
16224,46,32.0,33.0,47.0
29493,46,28.0,10.0,26.0
20105,46,16.0,9.0,8.0
17781,46,19.0,6.0,60.0
3188,46,24.0,6.0,31.0
27331,46,8.0,6.0,8.0
17811,46,34.0,12.0,24.0
15056,46,8.0,4.0,11.0
13695,46,18.0,8.0,22.0
19445,46,26.0,10.0,21.0
3078,46,42.0,31.0,28.0
6096,46,14.0,6.0,7.0
26758,46,10.0,10.0,10.0
26606,46,58.0,10.0,13.0
13462,46,11.0,16.0,9.0
18416,46,34.0,12.0,21.0
10996,46,40.0,38.0,27.0
15242,46,18.0,6.0,8.0
648,45,13.0,5.0,15.0
11180,45,18.0,6.0,12.0
16331,45,20.0,61.0,62.0
27055,45,10.0,10.0,10.0
8761,45,44.0,6.0,22.0
9791,45,25.0,7.0,43.0
15314,45,25.0,24.0,8.0
22158,45,11.0,4.0,16.0
601,45,15.0,4.0,21.0
10367,45,23.0,23.0,46.0
21351,45,20.0,8.0,11.0
14511,45,5.0,5.0,21.0
3696,45,25.0,7.0,24.0
3523,45,10.0,21.0,23.0
28848,45,15.0,12.0,36.0
9639,45,36.0,31.0,47.0
16372,45,38.0,38.0,15.0
26566,45,33.0,16.0,16.0
23153,45,15.0,6.0,24.0
17785,45,20.0,21.0,10.0
17172,45,14.0,21.0,4.0
6373,45,28.0,19.0,28.0
20062,45,18.0,8.0,8.0
7571,45,18.0,3.0,48.0
16727,45,9.0,6.0,11.0
18713,45,32.0,19.0,33.0
23326,45,29.0,8.0,29.0
13575,45,30.0,42.0,23.0
16559,45,4.0,12.0,12.0
11382,44,23.0,7.0,24.0
5756,44,18.0,7.0,12.0
6704,44,27.0,18.0,27.0
11041,44,30.0,10.0,33.0
20278,44,21.0,13.0,34.0
21340,44,29.0,6.0,45.0
22016,44,12.0,12.0,14.0
24423,44,18.0,11.0,22.0
6196,44,29.0,20.0,52.0
24623,44,31.0,24.0,24.0
26693,44,34.0,41.0,53.0
24592,44,69.0,49.0,12.0
25466,44,36.0,18.0,36.0
21361,44,4.0,3.0,12.0
29717,44,10.0,10.0,10.0
11567,44,44.0,7.0,32.0
10339,44,18.0,13.0,2.0
30015,44,19.0,10.0,58.0
17776,44,43.0,13.0,54.0
54,44,24.0,13.0,6.0
17126,44,11.0,6.0,8.0
9579,44,40.0,11.0,41.0
8658,44,20.0,6.0,31.0
1974,44,7.0,7.0,34.0
8037,44,29.0,8.0,52.0
12519,44,10.0,4.0,10.0
26358,44,20.0,12.0,32.0
27650,44,17.0,32.0,13.0
7944,44,12.0,24.0,22.0
12698,44,28.0,8.0,30.0
2812,44,26.0,31.0,22.0
2808,44,28.0,9.0,38.0
23282,44,69.0,50.0,18.0
4110,44,13.0,7.0,8.0
28557,44,42.0,54.0,36.0
19220,44,62.0,12.0,10.0
19108,44,47.0,7.0,36.0
9189,44,5.0,3.0,15.0
29558,44,30.0,7.0,30.0
26001,44,8.0,2.0,17.0
23557,44,10.0,10.0,10.0
1773,43,40.0,16.0,31.0
15194,43,35.0,8.0,24.0
30271,43,12.0,4.0,13.0
10804,43,9.0,5.0,62.0
23186,43,19.0,7.0,19.0
31,43,68.0,68.0,60.0
17148,43,10.0,11.0,1.0
244,43,28.0,43.0,53.0
25469,43,27.0,11.0,29.0
8935,43,39.0,34.0,13.0
4207,43,51.0,7.0,30.0
17805,43,24.0,12.0,34.0
15417,43,14.0,7.0,40.0
26337,43,10.0,10.0,10.0
21488,43,27.0,24.0,40.0
22668,43,26.0,13.0,35.0
30609,43,14.0,59.0,37.0
20307,43,16.0,7.0,27.0
25737,43,18.0,7.0,24.0
13593,43,34.0,34.0,22.0
28316,43,28.0,6.0,8.0
13105,43,24.0,37.0,29.0
2734,43,12.0,5.0,12.0
12943,43,20.0,8.0,26.0
21400,43,44.0,5.0,32.0
12526,43,14.0,4.0,11.0
28106,43,47.0,8.0,17.0
19713,43,40.0,5.0,38.0
2894,43,68.0,68.0,68.0
13576,43,13.0,13.0,23.0
11447,43,22.0,25.0,22.0
26389,42,28.0,2.0,34.0
11647,42,19.0,2.0,24.0
18453,42,6.0,9.0,5.0
17188,42,12.0,7.0,24.0
29744,42,38.0,14.0,35.0
13777,42,32.0,7.0,24.0
13220,42,14.0,5.0,15.0
2074,42,24.0,19.0,18.0
21054,42,31.0,14.0,39.0
26097,42,23.0,2.0,29.0
7908,42,16.0,16.0,35.0
8933,42,14.0,10.0,19.0
27892,42,10.0,6.0,22.0
30804,42,21.0,51.0,53.0
22893,42,19.0,3.0,29.0
1056,42,8.0,16.0,30.0
15817,42,26.0,48.0,28.0
29134,42,42.0,26.0,46.0
3575,42,21.0,23.0,17.0
13530,42,11.0,8.0,32.0
5429,42,9.0,17.0,7.0
2353,42,19.0,6.0,9.0
17782,42,21.0,6.0,56.0
25232,42,16.0,4.0,16.0
30068,42,9.0,9.0,25.0
5707,42,8.0,13.0,1.0
14963,42,30.0,7.0,35.0
25902,42,10.0,10.0,10.0
21568,42,17.0,35.0,13.0
29019,42,47.0,29.0,51.0
13371,42,26.0,20.0,30.0
24262,42,10.0,10.0,10.0
30002,42,50.0,25.0,25.0
5907,42,26.0,11.0,23.0
5971,42,13.0,3.0,9.0
29095,42,35.0,35.0,45.0
18366,42,18.0,1.0,15.0
15096,42,27.0,5.0,29.0
12304,41,16.0,48.0,18.0
12316,41,14.0,21.0,23.0
25312,41,27.0,6.0,45.0
28267,41,11.0,5.0,14.0
2832,41,20.0,5.0,23.0
6828,41,26.0,26.0,31.0
23144,41,10.0,4.0,13.0
13701,41,70.0,23.0,70.0
4780,41,38.0,21.0,66.0
30097,41,22.0,15.0,31.0
20366,41,17.0,7.0,12.0
13398,41,17.0,6.0,21.0
13699,41,26.0,11.0,31.0
5955,41,22.0,30.0,37.0
24137,41,29.0,11.0,25.0
17480,41,31.0,11.0,19.0
17405,41,45.0,11.0,24.0
12664,41,8.0,18.0,46.0
4484,41,32.0,24.0,22.0
17092,41,15.0,11.0,68.0
926,41,16.0,8.0,13.0
18618,41,34.0,12.0,21.0
16716,41,20.0,4.0,4.0
7720,41,22.0,7.0,41.0
4152,41,35.0,45.0,30.0
20769,41,10.0,4.0,10.0
15571,41,16.0,2.0,8.0
22399,41,8.0,18.0,11.0
21929,41,36.0,4.0,28.0
19665,41,34.0,7.0,49.0
3366,41,34.0,20.0,34.0
9798,41,10.0,4.0,15.0
25501,41,20.0,11.0,32.0
28497,41,15.0,47.0,69.0
26082,41,19.0,29.0,57.0
21736,41,21.0,6.0,14.0
13570,40,28.0,20.0,36.0
9070,40,5.0,14.0,3.0
12864,40,26.0,11.0,26.0
21908,40,36.0,13.0,26.0
16483,40,47.0,16.0,39.0
31603,40,10.0,10.0,10.0
1474,40,14.0,5.0,8.0
10424,40,68.0,68.0,68.0
9071,40,13.0,7.0,23.0
16699,40,25.0,19.0,29.0
15364,40,17.0,21.0,17.0
19443,40,10.0,24.0,25.0
11820,40,9.0,5.0,18.0
7982,40,28.0,37.0,34.0
28006,40,8.0,46.0,17.0
10084,40,45.0,55.0,45.0
14013,40,30.0,7.0,21.0
24290,40,16.0,23.0,7.0
20729,40,33.0,10.0,20.0
15923,40,32.0,56.0,41.0
9146,40,24.0,25.0,11.0
17003,40,18.0,17.0,14.0
2686,40,16.0,15.0,18.0
1203,40,14.0,6.0,18.0
16430,40,7.0,2.0,13.0
10616,40,12.0,18.0,35.0
4723,40,19.0,7.0,61.0
30264,40,24.0,19.0,16.0
11867,40,36.0,31.0,47.0
11045,40,41.0,39.0,58.0
1598,40,10.0,14.0,12.0
12513,40,33.0,5.0,49.0
14938,40,15.0,13.0,13.0
4885,40,45.0,9.0,14.0
18074,40,13.0,32.0,42.0
22198,40,26.0,23.0,31.0
19700,40,9.0,4.0,14.0
26831,40,10.0,10.0,10.0
20236,40,17.0,15.0,16.0
13232,40,58.0,36.0,58.0
29732,40,18.0,3.0,10.0
26357,40,69.0,38.0,18.0
25315,40,32.0,9.0,34.0
26992,39,17.0,13.0,31.0
7954,39,35.0,28.0,27.0
147,39,16.0,13.0,21.0
3244,39,28.0,15.0,46.0
23158,39,37.0,21.0,39.0
11430,39,7.0,20.0,26.0
13411,39,9.0,5.0,19.0
23173,39,21.0,12.0,34.0
248,39,32.0,27.0,21.0
10504,39,25.0,32.0,25.0
7942,39,9.0,7.0,17.0
701,39,19.0,23.0,18.0
15142,39,14.0,13.0,35.0
17390,39,30.0,9.0,39.0
13268,39,36.0,7.0,24.0
23852,39,12.0,9.0,18.0
29922,39,42.0,29.0,27.0
11298,39,24.0,19.0,13.0
30704,39,19.0,11.0,29.0
6611,39,13.0,4.0,16.0
10794,39,16.0,3.0,21.0
10522,39,21.0,7.0,23.0
12745,39,31.0,19.0,21.0
7086,39,19.0,33.0,42.0
4637,39,25.0,13.0,35.0
10836,39,31.0,20.0,31.0
2713,39,19.0,5.0,14.0
11508,39,13.0,5.0,15.0
24284,39,12.0,3.0,10.0
20747,39,31.0,11.0,19.0
15263,39,21.0,17.0,32.0
7659,39,11.0,30.0,10.0
21542,39,29.0,29.0,50.0
12655,39,47.0,39.0,55.0
6237,39,12.0,11.0,29.0
17965,39,26.0,7.0,33.0
10277,39,20.0,10.0,26.0
8825,39,27.0,7.0,11.0
13470,39,44.0,22.0,30.0
11911,39,16.0,2.0,18.0
22533,39,51.0,7.0,30.0
22276,39,16.0,7.0,29.0
28917,39,20.0,11.0,32.0
587,39,28.0,6.0,12.0
28331,39,47.0,21.0,50.0
24600,39,13.0,4.0,12.0
4993,39,19.0,4.0,6.0
2371,39,13.0,10.0,70.0
20333,39,29.0,7.0,25.0
8310,39,33.0,21.0,30.0
28326,39,26.0,6.0,45.0
29316,39,22.0,5.0,7.0
14728,39,37.0,15.0,33.0
21514,38,29.0,18.0,15.0
11917,38,15.0,19.0,3.0
30355,38,10.0,10.0,15.0
6751,38,10.0,8.0,33.0
31482,38,68.0,68.0,68.0
15802,38,39.0,14.0,44.0
3019,38,13.0,16.0,41.0
2355,38,11.0,11.0,30.0
21677,38,24.0,12.0,23.0
9731,38,21.0,26.0,33.0
26832,38,45.0,28.0,46.0
11850,38,24.0,10.0,37.0
27545,38,43.0,11.0,36.0
29876,38,28.0,38.0,32.0
24732,38,9.0,9.0,17.0
10630,38,8.0,3.0,8.0
26241,38,9.0,1.0,11.0
6379,38,38.0,20.0,48.0
9500,38,29.0,24.0,37.0
9482,38,28.0,26.0,28.0
6427,38,16.0,3.0,16.0
1434,38,28.0,12.0,19.0
29827,38,10.0,10.0,10.0
13,38,31.0,20.0,41.0
3678,38,14.0,23.0,50.0
1342,38,36.0,33.0,45.0
24856,38,27.0,7.0,55.0
27035,38,10.0,10.0,10.0
9004,38,62.0,61.0,19.0
26418,38,8.0,5.0,46.0
8801,38,21.0,15.0,21.0
8790,38,12.0,3.0,17.0
14383,38,39.0,11.0,21.0
7741,38,22.0,9.0,25.0
16101,38,14.0,2.0,17.0
14298,38,8.0,19.0,8.0
23229,38,6.0,20.0,17.0
27493,38,10.0,6.0,15.0
2897,38,32.0,4.0,32.0
26345,38,28.0,26.0,39.0
26346,38,41.0,15.0,61.0
23181,38,19.0,11.0,30.0
30118,38,10.0,10.0,10.0
16350,38,31.0,29.0,52.0
14913,38,10.0,10.0,10.0
13452,38,36.0,19.0,23.0
15308,38,16.0,7.0,20.0
30214,38,26.0,43.0,28.0
27597,38,10.0,10.0,10.0
26077,38,19.0,4.0,10.0
28593,38,21.0,4.0,22.0
900,38,20.0,7.0,9.0
17662,38,27.0,9.0,21.0
11735,38,30.0,12.0,40.0
10457,38,40.0,10.0,40.0
24142,37,37.0,16.0,13.0
946,37,24.0,22.0,16.0
27881,37,57.0,17.0,67.0
10982,37,30.0,7.0,29.0
27862,37,14.0,2.0,21.0
24026,37,69.0,49.0,12.0
18102,37,9.0,68.0,24.0
18040,37,28.0,16.0,14.0
17885,37,20.0,7.0,19.0
5855,37,9.0,8.0,10.0
24047,37,55.0,55.0,20.0
3196,37,12.0,13.0,20.0
5873,37,36.0,24.0,34.0
21518,37,10.0,10.0,10.0
24643,37,36.0,21.0,13.0
15039,37,38.0,16.0,14.0
24318,37,43.0,19.0,23.0
5627,37,28.0,28.0,52.0
17565,37,20.0,17.0,16.0
13549,37,10.0,26.0,20.0
18173,37,15.0,23.0,4.0
3199,37,16.0,12.0,23.0
6251,37,19.0,13.0,17.0
29472,37,11.0,42.0,61.0
30825,37,42.0,35.0,13.0
16963,37,43.0,26.0,17.0
3408,37,27.0,15.0,29.0
22590,37,9.0,3.0,11.0
7361,37,12.0,62.0,13.0
9046,37,7.0,8.0,14.0
13983,37,32.0,16.0,14.0
25807,37,12.0,5.0,19.0
12118,37,20.0,5.0,24.0
31340,37,35.0,12.0,21.0
4132,37,68.0,68.0,68.0
19935,37,21.0,17.0,29.0
12665,37,24.0,64.0,10.0
8816,37,12.0,6.0,10.0
19448,37,11.0,6.0,23.0
16439,37,28.0,10.0,24.0
16429,37,24.0,3.0,17.0
4868,37,36.0,12.0,12.0
4236,37,13.0,11.0,37.0
22936,37,10.0,10.0,16.0
19393,37,33.0,13.0,22.0
15223,37,10.0,10.0,15.0
23918,37,8.0,61.0,21.0
28957,37,9.0,1.0,17.0
11354,37,47.0,4.0,54.0
17177,37,11.0,3.0,18.0
6983,37,16.0,15.0,21.0
6464,37,40.0,60.0,35.0
13840,37,35.0,18.0,12.0
17052,37,13.0,5.0,13.0
28468,37,13.0,3.0,21.0
4323,37,51.0,10.0,61.0
15639,36,14.0,17.0,28.0
3668,36,23.0,10.0,19.0
15597,36,10.0,10.0,10.0
15482,36,17.0,7.0,8.0
3514,36,18.0,6.0,23.0
15834,36,32.0,5.0,30.0
2616,36,9.0,20.0,9.0
3688,36,28.0,33.0,27.0
18059,36,56.0,56.0,9.0
8624,36,8.0,6.0,8.0
8547,36,68.0,68.0,68.0
2073,36,46.0,16.0,10.0
3947,36,39.0,9.0,9.0
29102,36,10.0,10.0,10.0
12755,36,27.0,9.0,10.0
16342,36,64.0,64.0,38.0
7123,36,6.0,1.0,6.0
13304,36,21.0,23.0,17.0
17255,36,50.0,40.0,60.0
1622,36,33.0,41.0,59.0
13758,36,17.0,22.0,16.0
29769,36,24.0,5.0,20.0
3365,36,12.0,5.0,12.0
17139,36,25.0,24.0,19.0
6965,36,19.0,22.0,21.0
18106,36,26.0,3.0,21.0
10905,36,35.0,15.0,43.0
27658,36,12.0,8.0,43.0
10919,36,12.0,3.0,32.0
15529,36,31.0,45.0,41.0
28012,36,11.0,4.0,15.0
13659,36,32.0,13.0,57.0
10671,36,18.0,8.0,22.0
8035,36,13.0,3.0,9.0
10973,36,19.0,5.0,20.0
10363,36,36.0,4.0,44.0
29357,36,52.0,69.0,10.0
9631,36,10.0,10.0,1.0
27652,36,8.0,8.0,8.0
18628,36,17.0,5.0,12.0
192,36,9.0,4.0,11.0
21050,36,14.0,31.0,39.0
18653,36,10.0,2.0,13.0
20707,36,14.0,10.0,53.0
25218,36,32.0,39.0,27.0
19709,36,23.0,27.0,31.0
23315,36,35.0,40.0,24.0
25320,36,69.0,69.0,20.0
20832,36,26.0,3.0,26.0
20753,36,33.0,12.0,22.0
26142,36,10.0,10.0,10.0
19916,36,31.0,14.0,10.0
866,36,8.0,5.0,16.0
4003,35,18.0,4.0,11.0
3717,35,17.0,8.0,12.0
10808,35,27.0,28.0,43.0
7996,35,9.0,7.0,17.0
20118,35,10.0,25.0,43.0
9059,35,17.0,7.0,12.0
8253,35,8.0,5.0,29.0
11483,35,16.0,6.0,11.0
12314,35,10.0,10.0,15.0
8008,35,37.0,26.0,61.0
19476,35,30.0,4.0,30.0
14669,35,21.0,44.0,21.0
21379,35,31.0,31.0,41.0
10000,35,16.0,41.0,53.0
2166,35,35.0,14.0,27.0
2310,35,32.0,14.0,23.0
4403,35,17.0,7.0,22.0
15154,35,14.0,23.0,7.0
25567,35,34.0,12.0,24.0
10766,35,21.0,10.0,20.0
11420,35,21.0,17.0,14.0
3802,35,35.0,13.0,26.0
10730,35,19.0,16.0,17.0
24206,35,27.0,2.0,35.0
13373,35,17.0,4.0,10.0
16659,35,14.0,18.0,25.0
3666,35,18.0,3.0,27.0
120,35,23.0,30.0,32.0
6045,35,14.0,11.0,17.0
28082,35,12.0,2.0,19.0
16776,35,30.0,17.0,13.0
16805,35,30.0,11.0,24.0
11910,35,18.0,7.0,8.0
6071,35,12.0,18.0,10.0
7082,35,21.0,26.0,32.0
14086,35,11.0,37.0,13.0
7041,35,32.0,24.0,20.0
16096,35,25.0,4.0,47.0
6168,35,34.0,15.0,39.0
14369,35,27.0,21.0,32.0
5688,35,9.0,22.0,20.0
14059,35,30.0,54.0,58.0
15967,35,60.0,60.0,35.0
1996,35,21.0,6.0,29.0
22947,35,10.0,6.0,8.0
1828,35,27.0,7.0,16.0
4877,35,23.0,11.0,23.0
27409,35,17.0,8.0,29.0
22072,35,12.0,19.0,36.0
17957,35,37.0,68.0,32.0
13592,35,26.0,7.0,28.0
9164,35,29.0,7.0,18.0
9089,35,15.0,7.0,20.0
18205,35,6.0,6.0,12.0
18067,35,44.0,5.0,35.0
2696,35,7.0,4.0,45.0
29394,35,16.0,4.0,11.0
23342,35,37.0,36.0,50.0
15450,34,18.0,16.0,36.0
26496,34,10.0,10.0,10.0
225,34,30.0,11.0,20.0
9427,34,5.0,4.0,17.0
11160,34,30.0,6.0,22.0
25072,34,27.0,31.0,41.0
12595,34,20.0,22.0,30.0
11559,34,27.0,4.0,52.0
7839,34,17.0,15.0,31.0
2420,34,12.0,10.0,14.0
19452,34,38.0,18.0,28.0
19643,34,18.0,25.0,14.0
11877,34,29.0,5.0,35.0
29630,34,53.0,20.0,28.0
10796,34,21.0,2.0,12.0
2011,34,40.0,23.0,31.0
27920,34,18.0,15.0,56.0
15552,34,11.0,4.0,18.0
19096,34,12.0,5.0,13.0
10720,34,15.0,7.0,38.0
12509,34,30.0,7.0,30.0
9371,34,23.0,4.0,19.0
25314,34,30.0,23.0,39.0
18520,34,33.0,13.0,21.0
26470,34,15.0,6.0,14.0
5544,34,25.0,4.0,26.0
11243,34,13.0,7.0,9.0
20297,34,26.0,8.0,39.0
1427,34,26.0,29.0,36.0
17125,34,18.0,23.0,21.0
14814,34,14.0,7.0,27.0
13478,34,8.0,3.0,8.0
27591,34,19.0,18.0,19.0
8000,34,20.0,22.0,10.0
439,34,9.0,20.0,14.0
30693,34,68.0,68.0,60.0
19249,34,22.0,10.0,29.0
23743,34,10.0,15.0,1.0
24011,34,12.0,1.0,22.0
4632,34,18.0,64.0,53.0
7971,34,65.0,65.0,28.0
10507,34,21.0,5.0,31.0
1810,34,28.0,7.0,37.0
26143,34,10.0,10.0,10.0
28984,34,20.0,22.0,22.0
2725,34,38.0,29.0,49.0
30764,34,23.0,17.0,25.0
16425,34,14.0,4.0,16.0
8802,34,34.0,27.0,34.0
1041,34,36.0,11.0,49.0
3522,34,21.0,15.0,21.0
15205,34,47.0,24.0,28.0
9133,34,35.0,14.0,15.0
20789,34,19.0,8.0,25.0
13533,34,40.0,19.0,21.0
10932,34,20.0,16.0,20.0
4273,34,32.0,13.0,11.0
27351,34,27.0,16.0,12.0
29977,34,33.0,13.0,20.0
8550,34,48.0,40.0,56.0
19640,34,10.0,4.0,10.0
7705,34,7.0,2.0,11.0
1132,34,12.0,17.0,19.0
8685,34,14.0,8.0,22.0
18216,34,17.0,2.0,16.0
15275,34,38.0,13.0,28.0
21894,34,10.0,46.0,10.0
17489,33,37.0,22.0,37.0
23720,33,7.0,12.0,1.0
24293,33,34.0,12.0,20.0
6563,33,29.0,10.0,28.0
18543,33,26.0,8.0,9.0
11459,33,23.0,9.0,27.0
24165,33,19.0,5.0,20.0
16671,33,60.0,60.0,65.0
8203,33,19.0,33.0,26.0
26757,33,4.0,16.0,14.0
6240,33,14.0,69.0,57.0
14781,33,27.0,35.0,35.0
23185,33,51.0,6.0,29.0
9612,33,8.0,27.0,8.0
3185,33,51.0,61.0,11.0
18395,33,22.0,4.0,28.0
14947,33,20.0,8.0,31.0
5588,33,39.0,19.0,32.0
25568,33,33.0,12.0,22.0
18153,33,7.0,51.0,29.0
3108,33,22.0,6.0,31.0
24250,33,28.0,9.0,23.0
7544,33,45.0,38.0,25.0
10399,33,40.0,22.0,18.0
20907,33,32.0,39.0,32.0
28454,33,5.0,4.0,7.0
26515,33,55.0,21.0,55.0
7088,33,18.0,9.0,21.0
23309,33,56.0,9.0,12.0
25604,33,35.0,14.0,36.0
13489,33,11.0,16.0,9.0
15410,33,36.0,3.0,43.0
16841,33,18.0,5.0,12.0
11812,33,22.0,3.0,17.0
7970,33,35.0,29.0,27.0
2657,33,14.0,15.0,26.0
3863,33,9.0,5.0,13.0
1481,33,21.0,5.0,20.0
31095,33,23.0,39.0,19.0
21297,33,19.0,32.0,42.0
17389,33,35.0,4.0,27.0
5445,33,10.0,4.0,15.0
15471,33,33.0,9.0,28.0
19862,33,43.0,6.0,26.0
9391,33,39.0,40.0,33.0
12451,33,20.0,8.0,15.0
23039,33,13.0,15.0,29.0
4763,33,39.0,7.0,15.0
2248,33,31.0,22.0,27.0
2410,33,22.0,10.0,14.0
569,33,9.0,9.0,26.0
3264,33,22.0,9.0,16.0
176,33,22.0,3.0,31.0
503,33,34.0,7.0,24.0
7149,32,17.0,25.0,18.0
18483,32,68.0,68.0,68.0
21963,32,19.0,6.0,31.0
3823,32,14.0,23.0,50.0
14188,32,27.0,8.0,16.0
9583,32,21.0,7.0,17.0
18552,32,48.0,10.0,70.0
4602,32,31.0,6.0,4.0
13914,32,12.0,16.0,21.0
