sku,count,width,height,depth
21785,2,10.0,6.0,12.0
5702,2,10.0,16.0,1.0
5704,2,39.0,4.0,23.0
30330,2,30.0,7.0,30.0
21781,2,36.0,24.0,43.0
30028,2,16.0,2.0,24.0
21777,2,11.0,4.0,19.0
4657,2,26.0,9.0,38.0
4656,2,31.0,21.0,19.0
21774,2,43.0,4.0,31.0
22524,2,19.0,7.0,20.0
31422,2,10.0,10.0,10.0
21770,2,27.0,3.0,9.0
22525,2,15.0,14.0,14.0
24430,2,21.0,5.0,10.0
21732,2,11.0,11.0,15.0
5778,2,32.0,1.0,19.0
25520,2,22.0,6.0,21.0
29986,2,41.0,24.0,41.0
21698,2,31.0,21.0,18.0
5831,2,38.0,11.0,20.0
5842,2,24.0,15.0,21.0
25533,2,22.0,7.0,21.0
5849,2,30.0,26.0,35.0
4619,2,12.0,6.0,18.0
21687,2,68.0,68.0,68.0
21686,2,15.0,21.0,44.0
29981,2,9.0,6.0,24.0
4614,2,18.0,33.0,50.0
21679,2,16.0,5.0,9.0
654,2,21.0,6.0,11.0
5865,2,19.0,29.0,16.0
4613,2,27.0,13.0,65.0
5874,2,40.0,47.0,65.0
30346,2,42.0,10.0,60.0
4605,2,35.0,54.0,8.0
5884,2,13.0,4.0,8.0
29987,2,23.0,1.0,17.0
5822,2,17.0,2.0,11.0
24585,2,19.0,10.0,13.0
21717,2,11.0,5.0,16.0
5779,2,20.0,9.0,23.0
5782,2,28.0,37.0,27.0
5783,2,29.0,8.0,29.0
30000,2,15.0,2.0,24.0
21725,2,38.0,9.0,31.0
5787,2,32.0,13.0,43.0
21719,2,12.0,8.0,16.0
25522,2,21.0,6.0,21.0
21716,2,12.0,18.0,10.0
4630,2,20.0,13.0,24.0
24584,2,18.0,10.0,24.0
25523,2,22.0,6.0,22.0
5798,2,11.0,26.0,11.0
5800,2,29.0,3.0,42.0
4635,2,20.0,37.0,46.0
5809,2,22.0,24.0,22.0
4633,2,14.0,14.0,34.0
4631,2,15.0,5.0,14.0
30029,2,39.0,7.0,43.0
5679,2,42.0,42.0,32.0
5677,2,17.0,25.0,7.0
24573,2,23.0,20.0,28.0
30322,2,23.0,1.0,17.0
4688,2,17.0,7.0,20.0
21884,2,4.0,2.0,6.0
5555,2,8.0,10.0,9.0
24459,2,21.0,36.0,46.0
4687,2,18.0,30.0,3.0
21880,2,13.0,12.0,32.0
5562,2,30.0,7.0,30.0
5566,2,9.0,11.0,17.0
21876,2,31.0,18.0,36.0
21875,2,34.0,11.0,28.0
5568,2,20.0,20.0,20.0
25453,2,23.0,7.0,7.0
623,2,6.0,17.0,6.0
5575,2,8.0,25.0,8.0
5576,2,21.0,2.0,15.0
4682,2,26.0,3.0,16.0
5579,2,16.0,17.0,12.0
5585,2,37.0,29.0,28.0
30058,2,6.0,8.0,1.0
5550,2,21.0,2.0,50.0
21889,2,11.0,4.0,11.0
5528,2,20.0,8.0,29.0
25442,2,60.0,60.0,10.0
21914,2,19.0,13.0,21.0
21912,2,15.0,24.0,25.0
30071,2,17.0,12.0,30.0
30070,2,14.0,10.0,28.0
4695,2,26.0,12.0,17.0
30069,2,28.0,10.0,14.0
22504,2,17.0,6.0,23.0
30066,2,10.0,9.0,22.0
25447,2,40.0,59.0,32.0
25207,2,18.0,18.0,18.0
5535,2,11.0,5.0,13.0
21897,2,54.0,9.0,35.0
5537,2,21.0,15.0,43.0
24462,2,22.0,2.0,23.0
30061,2,35.0,15.0,40.0
21892,2,30.0,17.0,38.0
21891,2,30.0,9.0,22.0
624,2,10.0,29.0,10.0
25461,2,31.0,33.0,18.0
21798,2,7.0,6.0,6.0
25462,2,19.0,7.0,25.0
21826,2,7.0,7.0,7.0
24450,2,58.0,58.0,3.0
5645,2,24.0,17.0,31.0
631,2,10.0,9.0,31.0
24448,2,23.0,3.0,12.0
30035,2,50.0,29.0,30.0
5658,2,35.0,9.0,45.0
21814,2,7.0,7.0,7.0
21813,2,6.0,6.0,6.0
24446,2,18.0,33.0,18.0
5666,2,11.0,4.0,14.0
25480,2,27.0,10.0,28.0
5667,2,19.0,10.0,21.0
25483,2,29.0,12.0,26.0
22518,2,24.0,12.0,38.0
25485,2,17.0,16.0,21.0
25487,2,31.0,13.0,14.0
22519,2,41.0,24.0,44.0
25489,2,14.0,1.0,23.0
4671,2,28.0,38.0,10.0
630,2,7.0,5.0,16.0
5629,2,12.0,3.0,16.0
5606,2,45.0,14.0,33.0
21852,2,26.0,16.0,12.0
21851,2,14.0,1.0,7.0
5598,2,8.0,3.0,11.0
25464,2,43.0,10.0,35.0
21847,2,28.0,12.0,11.0
5600,2,34.0,51.0,16.0
30045,2,11.0,3.0,20.0
30324,2,56.0,44.0,58.0
21841,2,9.0,60.0,26.0
4673,2,40.0,11.0,36.0
5611,2,12.0,8.0,12.0
21839,2,9.0,2.0,26.0
5612,2,26.0,6.0,6.0
21837,2,55.0,17.0,24.0
5618,2,10.0,6.0,17.0
5626,2,12.0,5.0,17.0
25468,2,20.0,5.0,11.0
21832,2,60.0,60.0,50.0
21670,2,19.0,1.0,25.0
26,2,9.0,4.0,16.0
30073,2,21.0,12.0,32.0
21509,2,16.0,13.0,16.0
21506,2,25.0,11.0,22.0
21505,2,29.0,22.0,40.0
21503,2,21.0,5.0,16.0
30366,2,29.0,11.0,21.0
4539,2,19.0,1.0,16.0
6126,2,33.0,7.0,15.0
6127,2,20.0,13.0,25.0
6129,2,12.0,3.0,7.0
21495,2,23.0,4.0,17.0
6130,2,7.0,3.0,10.0
4537,2,19.0,19.0,18.0
21492,2,23.0,8.0,22.0
4536,2,33.0,9.0,17.0
29920,2,16.0,4.0,9.0
6140,2,6.0,1.0,16.0
6141,2,41.0,16.0,16.0
6143,2,14.0,1.0,29.0
21482,2,42.0,5.0,42.0
6144,2,10.0,13.0,10.0
6112,2,22.0,18.0,31.0
6111,2,30.0,17.0,31.0
24586,2,15.0,27.0,14.0
6109,2,34.0,17.0,49.0
6083,2,45.0,7.0,32.0
6084,2,31.0,25.0,31.0
25572,2,17.0,3.0,24.0
6087,2,22.0,23.0,18.0
24396,2,36.0,13.0,22.0
31403,2,23.0,10.0,46.0
24395,2,10.0,22.0,22.0
6093,2,24.0,6.0,19.0
6094,2,14.0,4.0,10.0
21523,2,24.0,20.0,8.0
4543,2,12.0,3.0,8.0
6098,2,34.0,17.0,49.0
6099,2,25.0,23.0,42.0
6102,2,11.0,6.0,8.0
6103,2,48.0,7.0,36.0
6104,2,22.0,12.0,20.0
21516,2,17.0,8.0,23.0
21515,2,26.0,8.0,34.0
25576,2,8.0,4.0,16.0
21480,2,13.0,7.0,30.0
4535,2,33.0,9.0,17.0
21478,2,10.0,5.0,11.0
699,2,11.0,13.0,9.0
6210,2,14.0,8.0,22.0
21433,2,37.0,40.0,36.0
21432,2,29.0,3.0,7.0
6216,2,23.0,5.0,17.0
4516,2,12.0,6.0,33.0
6219,2,18.0,9.0,12.0
6220,2,14.0,6.0,22.0
6223,2,5.0,1.0,35.0
6229,2,14.0,3.0,7.0
6234,2,19.0,28.0,19.0
21422,2,13.0,1.0,32.0
29896,2,10.0,20.0,1.0
6241,2,38.0,4.0,16.0
6244,2,15.0,26.0,11.0
6245,2,5.0,14.0,51.0
6250,2,28.0,63.0,32.0
6265,2,36.0,7.0,35.0
29894,2,22.0,6.0,28.0
6274,2,8.0,6.0,10.0
21436,2,22.0,13.0,36.0
6208,2,14.0,7.0,21.0
21439,2,40.0,33.0,35.0
6167,2,42.0,17.0,61.0
6153,2,15.0,7.0,19.0
29914,2,41.0,30.0,31.0
29913,2,23.0,2.0,16.0
21471,2,49.0,43.0,53.0
25585,2,16.0,41.0,32.0
4532,2,5.0,14.0,6.0
21468,2,26.0,30.0,36.0
29912,2,36.0,4.0,43.0
30370,2,46.0,3.0,37.0
712,2,23.0,4.0,16.0
6172,2,27.0,27.0,32.0
6173,2,32.0,15.0,53.0
21454,2,24.0,7.0,22.0
21451,2,29.0,28.0,52.0
709,2,24.0,11.0,26.0
6193,2,28.0,29.0,37.0
21442,2,35.0,1.0,29.0
6207,2,14.0,8.0,22.0
6078,2,27.0,5.0,27.0
4545,2,19.0,2.0,10.0
21538,2,24.0,24.0,20.0
21606,2,30.0,9.0,28.0
4582,2,34.0,8.0,41.0
4581,2,31.0,10.0,14.0
5957,2,7.0,5.0,18.0
25549,2,22.0,6.0,22.0
25550,2,21.0,6.0,21.0
5961,2,26.0,2.0,10.0
31414,2,42.0,15.0,58.0
5966,2,16.0,23.0,26.0
29953,2,17.0,6.0,9.0
25553,2,31.0,5.0,41.0
25554,2,37.0,7.0,19.0
21618,2,32.0,3.0,23.0
29952,2,44.0,13.0,56.0
4571,2,35.0,62.0,18.0
5978,2,16.0,6.0,23.0
5979,2,20.0,24.0,36.0
29951,2,10.0,10.0,10.0
21609,2,42.0,4.0,34.0
24407,2,34.0,14.0,26.0
4584,2,13.0,6.0,27.0
5944,2,7.0,6.0,17.0
21638,2,59.0,16.0,13.0
5922,2,25.0,15.0,23.0
658,2,17.0,4.0,13.0
5895,2,18.0,6.0,16.0
4601,2,41.0,17.0,50.0
21659,2,8.0,3.0,18.0
21657,2,36.0,24.0,17.0
5906,2,10.0,30.0,30.0
4595,2,34.0,17.0,49.0
24411,2,12.0,40.0,1.0
4590,2,40.0,6.0,29.0
5940,2,10.0,10.0,10.0
4589,2,13.0,10.0,21.0
5931,2,25.0,8.0,13.0
5934,2,12.0,12.0,16.0
21644,2,44.0,61.0,39.0
21643,2,21.0,8.0,16.0
5937,2,25.0,4.0,39.0
21641,2,25.0,3.0,22.0
4586,2,18.0,7.0,22.0
5985,2,11.0,9.0,16.0
5993,2,9.0,6.0,8.0
684,2,23.0,13.0,58.0
29947,2,32.0,29.0,29.0
21564,2,18.0,2.0,16.0
4554,2,61.0,38.0,8.0
25198,2,11.0,8.0,9.0
6049,2,42.0,16.0,40.0
31408,2,10.0,10.0,10.0
31407,2,10.0,10.0,10.0
6052,2,35.0,25.0,45.0
21555,2,22.0,25.0,39.0
21554,2,43.0,10.0,35.0
6054,2,37.0,8.0,26.0
29934,2,25.0,7.0,24.0
21550,2,15.0,17.0,15.0
6060,2,11.0,10.0,21.0
31405,2,10.0,10.0,10.0
29933,2,42.0,6.0,13.0
36,2,33.0,28.0,23.0
4546,2,12.0,8.0,17.0
6073,2,8.0,7.0,9.0
6074,2,20.0,7.0,13.0
676,2,14.0,2.0,19.0
4556,2,11.0,2.0,33.0
22544,2,17.0,2.0,21.0
22541,2,35.0,6.0,46.0
6001,2,4.0,4.0,17.0
6003,2,29.0,7.0,24.0
29942,2,32.0,29.0,29.0
21594,2,35.0,19.0,51.0
21593,2,16.0,15.0,44.0
6016,2,36.0,7.0,22.0
6019,2,19.0,5.0,38.0
21585,2,15.0,3.0,29.0
29940,2,16.0,5.0,23.0
21570,2,20.0,12.0,37.0
6021,2,41.0,22.0,61.0
24405,2,37.0,13.0,22.0
6024,2,12.0,10.0,23.0
670,2,27.0,11.0,22.0
25564,2,13.0,2.0,19.0
21577,2,35.0,16.0,23.0
6033,2,5.0,16.0,3.0
6034,2,7.0,5.0,18.0
5513,2,31.0,18.0,31.0
5505,2,33.0,3.0,34.0
21407,2,30.0,23.0,38.0
25299,2,2.0,2.0,7.0
22268,2,7.0,3.0,15.0
22267,2,21.0,7.0,24.0
5049,2,30.0,7.0,31.0
481,2,29.0,2.0,22.0
5051,2,33.0,12.0,12.0
22445,2,27.0,9.0,16.0
22261,2,9.0,5.0,15.0
4810,2,7.0,30.0,9.0
22259,2,11.0,4.0,10.0
30227,2,10.0,6.0,17.0
22257,2,10.0,22.0,4.0
24515,2,7.0,28.0,28.0
24514,2,28.0,7.0,28.0
519,2,24.0,9.0,24.0
22250,2,22.0,12.0,48.0
5065,2,11.0,7.0,15.0
22246,2,24.0,3.0,16.0
5070,2,7.0,5.0,10.0
22450,2,28.0,8.0,29.0
515,2,35.0,13.0,24.0
31469,2,10.0,10.0,10.0
24495,2,17.0,3.0,23.0
5047,2,6.0,7.0,17.0
24523,2,25.0,32.0,43.0
9,2,29.0,6.0,20.0
10,2,16.0,7.0,27.0
25285,2,12.0,2.0,17.0
30295,2,34.0,14.0,44.0
5033,2,6.0,4.0,8.0
24519,2,21.0,6.0,8.0
22289,2,22.0,9.0,21.0
25287,2,24.0,4.0,14.0
22440,2,16.0,4.0,22.0
5038,2,17.0,20.0,9.0
5042,2,10.0,17.0,32.0
511,2,11.0,11.0,12.0
5044,2,27.0,12.0,15.0
22279,2,10.0,30.0,10.0
25294,2,12.0,17.0,5.0
30296,2,30.0,69.0,30.0
513,2,28.0,7.0,10.0
25227,2,8.0,34.0,41.0
25313,2,22.0,7.0,25.0
5072,2,6.0,4.0,9.0
22241,2,19.0,6.0,1.0
24556,2,12.0,7.0,9.0
4792,2,26.0,7.0,53.0
22455,2,19.0,5.0,46.0
15,2,17.0,34.0,27.0
22205,2,13.0,10.0,18.0
22204,2,14.0,11.0,20.0
22456,2,6.0,3.0,32.0
4787,2,5.0,3.0,5.0
5139,2,25.0,28.0,31.0
5142,2,26.0,1.0,12.0
22457,2,18.0,34.0,27.0
24497,2,26.0,7.0,17.0
31460,2,40.0,10.0,41.0
22191,2,24.0,4.0,17.0
24496,2,23.0,4.0,16.0
4785,2,26.0,14.0,20.0
22458,2,19.0,13.0,25.0
30185,2,30.0,10.0,30.0
25338,2,30.0,5.0,52.0
25339,2,13.0,15.0,13.0
22210,2,35.0,39.0,57.0
22211,2,13.0,15.0,5.0
22212,2,11.0,17.0,14.0
5099,2,24.0,9.0,19.0
31464,2,30.0,20.0,40.0
4807,2,10.0,2.0,17.0
5079,2,26.0,7.0,17.0
4806,2,19.0,12.0,14.0
5082,2,24.0,13.0,36.0
22234,2,16.0,6.0,22.0
4804,2,43.0,42.0,55.0
22228,2,19.0,10.0,13.0
22226,2,17.0,2.0,24.0
5125,2,22.0,22.0,21.0
4800,2,15.0,5.0,18.0
5108,2,33.0,31.0,23.0
5112,2,10.0,21.0,20.0
24501,2,4.0,3.0,20.0
5115,2,17.0,15.0,52.0
5116,2,41.0,17.0,67.0
30198,2,37.0,11.0,24.0
24500,2,16.0,8.0,25.0
5023,2,11.0,3.0,18.0
25282,2,29.0,6.0,8.0
30240,2,30.0,8.0,22.0
22361,2,40.0,7.0,47.0
30267,2,40.0,12.0,29.0
22382,2,15.0,8.0,16.0
22381,2,17.0,10.0,15.0
4925,2,15.0,7.0,23.0
4926,2,19.0,20.0,19.0
4927,2,34.0,14.0,20.0
22377,2,19.0,10.0,15.0
25253,2,18.0,3.0,32.0
22375,2,13.0,10.0,19.0
22373,2,19.0,11.0,15.0
4934,2,8.0,31.0,25.0
22371,2,14.0,10.0,18.0
4852,2,15.0,2.0,14.0
30263,2,20.0,9.0,12.0
22368,2,13.0,10.0,19.0
4938,2,14.0,9.0,15.0
22366,2,12.0,11.0,11.0
25257,2,6.0,6.0,16.0
30284,2,21.0,11.0,21.0
25249,2,20.0,4.0,21.0
4917,2,28.0,7.0,41.0
31477,2,19.0,18.0,43.0
4895,2,15.0,12.0,35.0
4880,2,10.0,4.0,27.0
22413,2,14.0,2.0,24.0
4860,2,9.0,20.0,34.0
22410,2,16.0,3.0,23.0
4892,2,18.0,5.0,24.0
22407,2,24.0,2.0,16.0
22406,2,25.0,5.0,17.0
30280,2,6.0,20.0,6.0
22403,2,14.0,3.0,22.0
2,2,32.0,11.0,10.0
493,2,10.0,9.0,17.0
4900,2,23.0,4.0,10.0
22396,2,18.0,10.0,14.0
22394,2,14.0,10.0,20.0
30276,2,25.0,5.0,44.0
4907,2,12.0,5.0,19.0
30275,2,35.0,13.0,24.0
22423,2,21.0,2.0,1.0
22363,2,34.0,23.0,36.0
4941,2,9.0,5.0,16.0
4821,2,15.0,15.0,15.0
4945,2,13.0,6.0,13.0
31479,2,53.0,19.0,19.0
4986,2,24.0,41.0,32.0
4987,2,7.0,5.0,13.0
486,2,15.0,31.0,3.0
4999,2,28.0,26.0,26.0
30246,2,1.0,1.0,1.0
22317,2,15.0,19.0,9.0
4827,2,27.0,5.0,27.0
30245,2,9.0,3.0,13.0
5007,2,26.0,28.0,30.0
5008,2,12.0,24.0,10.0
4826,2,36.0,5.0,33.0
22311,2,37.0,7.0,49.0
507,2,24.0,34.0,29.0
30244,2,8.0,15.0,8.0
22307,2,24.0,22.0,28.0
22435,2,17.0,7.0,12.0
4825,2,8.0,12.0,1.0
4824,2,24.0,20.0,42.0
25271,2,9.0,6.0,20.0
30290,2,33.0,2.0,20.0
30288,2,4.0,4.0,1.0
24534,2,30.0,6.0,22.0
4946,2,19.0,9.0,30.0
4950,2,9.0,3.0,17.0
30259,2,24.0,9.0,16.0
24535,2,45.0,15.0,33.0
4956,2,17.0,3.0,13.0
22351,2,11.0,19.0,12.0
4959,2,10.0,6.0,14.0
22349,2,23.0,36.0,40.0
4965,2,25.0,15.0,36.0
30252,2,12.0,8.0,19.0
25263,2,24.0,13.0,13.0
4968,2,9.0,8.0,54.0
4969,2,42.0,17.0,50.0
25267,2,6.0,2.0,24.0
505,2,21.0,10.0,28.0
4974,2,20.0,7.0,9.0
4976,2,19.0,14.0,19.0
22335,2,9.0,7.0,17.0
5148,2,5.0,5.0,3.0
22460,2,26.0,3.0,38.0
5503,2,7.0,13.0,1.0
30112,2,10.0,2.0,14.0
25405,2,9.0,29.0,9.0
5392,2,5.0,20.0,4.0
22485,2,36.0,12.0,13.0
5399,2,18.0,7.0,9.0
5403,2,31.0,43.0,30.0
22007,2,10.0,6.0,11.0
22486,2,24.0,9.0,33.0
30107,2,15.0,8.0,15.0
5408,2,44.0,23.0,6.0
5409,2,20.0,3.0,18.0
5410,2,6.0,9.0,5.0
25408,2,52.0,10.0,38.0
21998,2,13.0,8.0,14.0
21997,2,11.0,29.0,11.0
584,2,23.0,20.0,60.0
25412,2,24.0,11.0,25.0
30103,2,35.0,4.0,43.0
5419,2,30.0,31.0,41.0
5421,2,20.0,17.0,29.0
24476,2,19.0,6.0,25.0
22483,2,21.0,9.0,16.0
5157,2,36.0,9.0,40.0
578,2,5.0,4.0,12.0
22049,2,24.0,12.0,34.0
30311,2,23.0,3.0,17.0
5339,2,14.0,8.0,18.0
574,2,12.0,4.0,8.0
30137,2,39.0,5.0,26.0
30136,2,12.0,27.0,30.0
4743,2,8.0,17.0,2.0
30134,2,31.0,7.0,45.0
22481,2,23.0,22.0,33.0
5354,2,20.0,11.0,27.0
5357,2,29.0,46.0,27.0
30131,2,12.0,32.0,12.0
5364,2,21.0,63.0,68.0
5365,2,43.0,30.0,9.0
22030,2,17.0,20.0,26.0
30121,2,22.0,26.0,27.0
30119,2,24.0,9.0,34.0
24565,2,9.0,12.0,36.0
22023,2,28.0,9.0,15.0
5422,2,36.0,36.0,49.0
25211,2,15.0,5.0,7.0
5423,2,31.0,21.0,11.0
5424,2,34.0,13.0,19.0
5472,2,8.0,10.0,4.0
30083,2,21.0,25.0,21.0
30082,2,15.0,4.0,17.0
22499,2,21.0,9.0,16.0
5476,2,10.0,5.0,7.0
21940,2,32.0,23.0,41.0
468,2,14.0,11.0,21.0
21938,2,11.0,14.0,3.0
5478,2,15.0,15.0,21.0
5481,2,21.0,45.0,45.0
30081,2,27.0,8.0,32.0
4710,2,24.0,1.0,6.0
5486,2,16.0,9.0,10.0
4703,2,33.0,12.0,12.0
21928,2,26.0,7.0,22.0
4701,2,25.0,2.0,13.0
24570,2,34.0,63.0,11.0
606,2,19.0,3.0,21.0
25439,2,24.0,2.0,7.0
30084,2,11.0,2.0,18.0
5469,2,42.0,30.0,32.0
25426,2,5.0,10.0,3.0
22495,2,27.0,16.0,15.0
5427,2,16.0,38.0,28.0
25415,2,31.0,8.0,29.0
21976,2,24.0,4.0,16.0
5439,2,11.0,5.0,13.0
25419,2,14.0,29.0,15.0
5441,2,45.0,32.0,30.0
5443,2,27.0,21.0,34.0
5444,2,32.0,33.0,41.0
594,2,13.0,4.0,6.0
24467,2,48.0,4.0,17.0
31436,2,10.0,10.0,10.0
21960,2,46.0,6.0,34.0
4717,2,44.0,34.0,32.0
4716,2,14.0,5.0,31.0
25423,2,40.0,23.0,16.0
24569,2,27.0,2.0,28.0
31435,2,10.0,10.0,10.0
5463,2,19.0,4.0,23.0
31447,2,7.0,5.0,35.0
22051,2,22.0,11.0,13.0
5328,2,13.0,7.0,19.0
5243,2,15.0,12.0,22.0
5214,2,20.0,1.0,11.0
22141,2,22.0,18.0,22.0
5215,2,21.0,7.0,36.0
22136,2,35.0,6.0,16.0
547,2,4.0,22.0,4.0
22133,2,29.0,24.0,12.0
22132,2,40.0,48.0,69.0
549,2,10.0,3.0,16.0
30166,2,25.0,16.0,41.0
31484,2,10.0,20.0,2.0
475,2,15.0,43.0,16.0
5226,2,19.0,4.0,23.0
30165,2,14.0,11.0,44.0
24564,2,23.0,39.0,25.0
5238,2,30.0,28.0,29.0
22119,2,22.0,11.0,21.0
30162,2,23.0,24.0,20.0
22117,2,17.0,19.0,15.0
30308,2,38.0,23.0,52.0
5211,2,11.0,6.0,22.0
30169,2,34.0,12.0,23.0
22148,2,31.0,5.0,31.0
5176,2,16.0,7.0,4.0
25343,2,21.0,20.0,33.0
22175,2,16.0,2.0,24.0
22174,2,24.0,1.0,14.0
30183,2,19.0,11.0,12.0
24562,2,18.0,24.0,18.0
5167,2,35.0,17.0,49.0
22168,2,22.0,2.0,16.0
22164,2,24.0,6.0,15.0
25347,2,20.0,9.0,13.0
22149,2,5.0,6.0,24.0
30304,2,9.0,6.0,20.0
539,2,16.0,7.0,10.0
24491,2,30.0,15.0,22.0
25221,2,37.0,65.0,32.0
5186,2,9.0,6.0,18.0
5192,2,10.0,2.0,11.0
543,2,35.0,19.0,26.0
24563,2,19.0,18.0,23.0
22115,2,14.0,2.0,23.0
5244,2,18.0,2.0,30.0
571,2,24.0,53.0,46.0
30159,2,30.0,11.0,20.0
30149,2,19.0,3.0,29.0
30310,2,49.0,4.0,32.0
25378,2,10.0,3.0,16.0
4751,2,37.0,5.0,38.0
22075,2,21.0,20.0,22.0
22074,2,15.0,36.0,15.0
5306,2,31.0,29.0,50.0
4750,2,17.0,3.0,2.0
563,2,18.0,28.0,1.0
5315,2,42.0,5.0,49.0
22065,2,36.0,36.0,13.0
5317,2,29.0,19.0,30.0
25384,2,23.0,2.0,21.0
22060,2,23.0,20.0,25.0
30142,2,20.0,40.0,30.0
22058,2,30.0,8.0,17.0
22056,2,35.0,25.0,20.0
30140,2,29.0,11.0,19.0
31448,2,25.0,15.0,25.0
22475,2,20.0,9.0,19.0
22082,2,21.0,9.0,27.0
22083,2,15.0,3.0,18.0
5256,2,24.0,4.0,14.0
22111,2,18.0,8.0,18.0
25366,2,19.0,18.0,44.0
22108,2,9.0,13.0,6.0
25367,2,53.0,19.0,20.0
474,2,27.0,6.0,29.0
30156,2,20.0,5.0,29.0
22101,2,24.0,15.0,1.0
553,2,15.0,9.0,32.0
554,2,8.0,3.0,18.0
4753,2,9.0,6.0,27.0
556,2,49.0,3.0,33.0
22095,2,31.0,17.0,46.0
25374,2,28.0,36.0,43.0
25375,2,18.0,7.0,8.0
22089,2,32.0,17.0,41.0
5279,2,26.0,20.0,65.0
30150,2,1.0,1.0,1.0
5289,2,6.0,7.0,13.0
22563,2,16.0,2.0,23.0
21405,2,16.0,17.0,13.0
22697,2,10.0,10.0,10.0
7227,2,14.0,14.0,21.0
20748,2,29.0,15.0,28.0
890,2,8.0,25.0,8.0
25799,2,11.0,5.0,11.0
7231,2,24.0,9.0,36.0
25802,2,40.0,37.0,14.0
4242,2,17.0,12.0,16.0
7243,2,20.0,6.0,29.0
7245,2,32.0,8.0,16.0
29590,2,3.0,4.0,9.0
892,2,10.0,10.0,10.0
7248,2,32.0,21.0,60.0
7249,2,18.0,8.0,21.0
29589,2,14.0,42.0,25.0
4240,2,9.0,30.0,59.0
7255,2,6.0,6.0,7.0
20727,2,33.0,7.0,20.0
20726,2,32.0,13.0,20.0
20725,2,41.0,8.0,46.0
7262,2,34.0,11.0,61.0
7230,2,14.0,33.0,11.0
7222,2,26.0,8.0,40.0
20660,2,24.0,7.0,22.0
889,2,12.0,6.0,15.0
20779,2,19.0,22.0,38.0
25791,2,17.0,5.0,8.0
20777,2,10.0,9.0,15.0
20776,2,26.0,17.0,25.0
7191,2,32.0,41.0,6.0
29605,2,10.0,10.0,10.0
7199,2,6.0,18.0,5.0
20768,2,27.0,18.0,15.0
20767,2,23.0,10.0,24.0
20766,2,27.0,13.0,37.0
29603,2,22.0,4.0,55.0
7207,2,20.0,4.0,11.0
20762,2,43.0,30.0,25.0
29597,2,19.0,5.0,19.0
7213,2,16.0,30.0,48.0
20759,2,31.0,19.0,24.0
7219,2,17.0,11.0,16.0
20755,2,24.0,6.0,16.0
7221,2,18.0,21.0,29.0
20722,2,29.0,12.0,19.0
20721,2,10.0,25.0,54.0
7267,2,29.0,6.0,43.0
7268,2,8.0,6.0,16.0
4233,2,23.0,7.0,14.0
7305,2,37.0,14.0,45.0
7307,2,57.0,25.0,70.0
25819,2,24.0,1.0,18.0
20682,2,21.0,61.0,9.0
25820,2,15.0,3.0,11.0
7309,2,11.0,7.0,8.0
24255,2,10.0,2.0,13.0
7313,2,6.0,22.0,28.0
7320,2,14.0,9.0,28.0
29564,2,27.0,25.0,33.0
4231,2,20.0,7.0,17.0
7331,2,19.0,14.0,29.0
7334,2,6.0,5.0,8.0
29560,2,16.0,18.0,33.0
7342,2,16.0,12.0,13.0
4228,2,36.0,13.0,32.0
20663,2,39.0,10.0,7.0
24248,2,52.0,18.0,33.0
7299,2,23.0,6.0,15.0
24259,2,18.0,2.0,25.0
29572,2,51.0,9.0,32.0
22664,2,36.0,7.0,31.0
7271,2,6.0,16.0,5.0
7272,2,6.0,3.0,16.0
899,2,23.0,10.0,20.0
20715,2,38.0,39.0,53.0
29583,2,7.0,4.0,5.0
902,2,23.0,4.0,26.0
4239,2,12.0,5.0,12.0
24264,2,21.0,9.0,36.0
7283,2,35.0,27.0,12.0
20693,2,15.0,39.0,58.0
20706,2,19.0,33.0,19.0
85,2,14.0,27.0,6.0
25811,2,22.0,27.0,39.0
25813,2,63.0,19.0,19.0
20699,2,13.0,2.0,25.0
7292,2,20.0,17.0,24.0
20697,2,23.0,1.0,22.0
20696,2,28.0,46.0,57.0
4256,2,34.0,19.0,35.0
29611,2,13.0,12.0,34.0
30439,2,20.0,12.0,32.0
7074,2,12.0,14.0,29.0
7040,2,20.0,6.0,58.0
7044,2,17.0,6.0,12.0
7046,2,21.0,7.0,30.0
24292,2,41.0,6.0,31.0
20863,2,38.0,23.0,53.0
29654,2,16.0,6.0,7.0
20861,2,56.0,11.0,37.0
7051,2,17.0,22.0,21.0
7053,2,28.0,7.0,20.0
29652,2,41.0,16.0,37.0
7056,2,6.0,22.0,16.0
20855,2,20.0,27.0,9.0
4291,2,15.0,6.0,10.0
29650,2,14.0,13.0,19.0
20852,2,15.0,16.0,23.0
29649,2,6.0,4.0,32.0
29648,2,39.0,10.0,28.0
7070,2,21.0,26.0,38.0
24289,2,21.0,56.0,65.0
76,2,29.0,4.0,43.0
20875,2,5.0,8.0,11.0
29661,2,21.0,19.0,42.0
7017,2,40.0,3.0,7.0
7007,2,11.0,16.0,15.0
859,2,10.0,5.0,25.0
7009,2,29.0,28.0,25.0
25761,2,22.0,5.0,16.0
30430,2,11.0,5.0,19.0
7012,2,34.0,16.0,13.0
7013,2,19.0,8.0,53.0
20892,2,12.0,5.0,24.0
7022,2,12.0,10.0,3.0
24294,2,15.0,29.0,27.0
7024,2,29.0,1.0,9.0
860,2,11.0,32.0,51.0
24295,2,18.0,17.0,25.0
7026,2,11.0,5.0,30.0
7027,2,14.0,6.0,17.0
